author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Enzo Colombo,A service-orienteds methodology for the analysis and specification of business conversation requirements.,"Polytechnic University of Milan, Italy",2005,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0018968,,,,,,,,,,,,,,,,,
Danilo Filgueira Mendonça,Self-management of geographically distributed infrastructures and services.,"Polytechnic University of Milan, Italy",2019,,https://hdl.handle.net/10589/148418,,,,,,,,,,,,,,,,,
Alessandro Lulli,Distributed Graph Processing: Algorithms And Applications.,"University of Pisa, Italy",2017,,https://etd.adm.unipi.it/theses/available/etd-03242017-170446/,,,,,,,,,,,,,,,,,
Nataliia Bielova,A theory of constructive and predictable runtime enforcement mechanisms.,"University of Trento, Italy",2011,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD12026297,,,,,,,,,,,,,,,,,
Tommaso Cecchini,"Platform-based design, test and fast verification flow for mixed-signal systems on chip.","University of Pisa, Italy",2011,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=CFI0801957, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20015866",,,,,,,,,,,,,,,,,
Francesco Pierri 0002,Characterization and detection of disinformation spreading in online social networks.,"Polytechnic University of Milan, Italy",2022,,https://hdl.handle.net/10589/188756,,,,,,,,,,,,,,,,,
Roberta Bardini,A diversity-aware computational framework for systems biology.,"Polytechnic University of Turin, Italy",2019,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20027920, https://hdl.handle.net/11583/2752792",,,,,,,,,,,,,,,,,
Luigi Celona,"Learning quality, aesthetics, and facial attributes for image annotation.","University of Milan, Italy",2018,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD18015213, https://hdl.handle.net/10281/199001",,,,,,,,,,,,,,,,,
Enrico Terzi,Learning-based model predictive control: theory and applications.,"Polytechnic University of Milan, Italy",2020,,https://hdl.handle.net/10589/151504,,,,,,,,,,,,,,,,,
Marco Luccini,Joint use of reconfigurable antenna pattern and adaptive coding and modulation in satellite communications at high frequency bands.,"Polytechnic University of Milan, Italy",2013,,https://hdl.handle.net/10589/81946,,,,,,,,,,,,,,,,,
Luca Benedetti,"Advancements in multi-view processing for reconstruction, registration and visualization.","University of Pisa, Italy",2013,,"https://etd.adm.unipi.it/theses/available/etd-11132013-100502/, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=CFI0897833, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20016625",,,,,,,,,,,,,,,,,
Giorgia Meschini,Respiratory motion modeling in particle therapy.,"Polytechnic University of Milan, Italy",2019,,https://hdl.handle.net/10589/150633,,,,,,,,,,,,,,,,,
Michela Antonelli,Computerized detection and diagnosis of lung lesions using CT.,"University of Pisa, Italy",2007,,"https://etd.adm.unipi.it/theses/available/etd-07192007-165722/, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20014559",,,,,,,,,,,,,,,,,
Gianni Albertazzi,Forward error techniques for future communication systems.,"University of Bologna, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0021565,,,,,,,,,,,,,,,,,
Sebastian Troia,Machine-learning defined networking: applications for the 5G metro-core.,"Polytechnic University of Milan, Italy",2020,,https://hdl.handle.net/10589/153278,,,,,,,,,,,,,,,,,
Elena Benedetto,Emittance growth induced by electron cloud in proton storage rings.,"Polytechnic University of Turin, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0026728,,,,,,,,,,,,,,,,,
Giulia Boato,Innovative methodologies for secure multimedia communications using Birkhoff polynomial interpolation.,"University of Trento, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0020528,,,,,,,,,,,,,,,,,
Antonio Congiusta,Services for knowledge discovery o grids.,"University of Calabria, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0027347,,,,,,,,,,,,,,,,,
Carlo Bonamico,Virtual character based interfaces.,"University of Genoa, Italy",2003,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0002780,,,,,,,,,,,,,,,,,
Marco Funaro,A reference model and a run-time support for pervasive adaptive systems.,"Polytechnic University of Milan, Italy",2012,,https://hdl.handle.net/10589/56705,,,,,,,,,,,,,,,,,
Federico Pepe,Analysis and minimization of flicker noise up-conversion in radio frequency LC-tuned oscillators.,"Polytechnic University of Milan, Italy",2014,,https://hdl.handle.net/10589/89783,,,,,,,,,,,,,,,,,
Davide Balma,Technological process for the fabrication of a MEMS microswitch actuated by a PZT thin film.,"Polytechnic University of Turin, Italy",2011,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BVE0573469,,,,,,,,,,,,,,,,,
Andrea Cioci,Tecnologie di acquisizione tridimensionale applicate ai beni culturali.,"University of Florence, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0028075,,,,,,,,,,,,,,,,,
Davide Carli,Energy Harvesting Techniques for Small Scale Environmentally-Powered Electronic Systems.,"University of Ferrara, Italy",2013,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20011618, https://hdl.handle.net/11392/2388892",,,,,,,,,,,,,,,,,
Naser Derakhshan,A middleware for peer-to-peer interaction of smart things.,"Polytechnic University of Milan, Italy",2017,,https://hdl.handle.net/10589/131921,,,,,,,,,,,,,,,,,
Simone Albertini,Ensembles of segmentation algorithms for figure-ground segmentation.,"University of Insubria, Italy",2015,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20014045, https://hdl.handle.net/11383/2090571",,,,,,,,,,,,,,,,,
Ilaria Malanchini,Game theoretic models for resource sharing in wireless networks.,"Polytechnic University of Milan, Italy",2012,,https://hdl.handle.net/10589/56703,,,,,,,,,,,,,,,,,
Alperen Acemoglu,A Magnetic Laser Scanner for Endoscopic Microsurgery.,"University of Genoa, Italy",2018,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20028175, https://hdl.handle.net/11567/929617",,,,,,,,,,,,,,,,,
Elena Cardillo,A Lexi-ontological Resource for Consumer Healthcare: The Italian Consumer Medical Vocabulary.,"University of Trento, Italy",2011,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD12026235,,,,,,,,,,,,,,,,,
Stefano Braghin,Advanced languages and techniques for trust negotiation.,"University of Insubria, Italy",2011,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20013638, https://hdl.handle.net/11383/2090909",,,,,,,,,,,,,,,,,
Cristian Dittamo,On expressing different concurrency paradigms on virtual execution environment.,"University of Pisa, Italy",2010,,https://etd.adm.unipi.it/theses/available/etd-11202010-164747/,,,,,,,,,,,,,,,,,
Massimo Canonico,Scheduling algorithms for bag-of-tasks applications on fault-prone desktop grids.,"University of Turin, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0027102,,,,,,,,,,,,,,,,,
Matteo Cocuzza,Development of silicon and silicon carbide-based micro-electromechanical systems.,"University of Genoa, Italy",2004,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0008104,,,,,,,,,,,,,,,,,
Irene Muñoz Martín,A mixed-signal integrated circuit based on phase change memory synpases for deep neural accelerators.,"Polytechnic University of Milan, Italy",2021,,https://hdl.handle.net/10589/177063,,,,,,,,,,,,,,,,,
Francesca Lonetti,Temporal Video Transcoding in Mobile Systems.,"University of Pisa, Italy",2010,,https://etd.adm.unipi.it/theses/available/etd-04232010-132856/,,,,,,,,,,,,,,,,,
Francesco Gavino Brundu,"Distributed service infrastructure for monitoring, management and simulation in Smart Cities.","Polytechnic University of Turin, Italy",2017,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD18041269, https://hdl.handle.net/11583/2675369",,,,,,,,,,,,,,,,,
Athanasios Rizos,Usage Control in the Internet of Everything.,"University of Pisa, Italy",2020,,https://etd.adm.unipi.it/theses/available/etd-02242020-100041/,,,,,,,,,,,,,,,,,
Loris Bozzato,Kripke semantics and tableau procedures for constructive description logics.,"University of Insubria, Italy",2011,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20013603, https://hdl.handle.net/11383/2090874",,,,,,,,,,,,,,,,,
Gianni D'Angelo,Analisi e progetto di circuiti translineari per applicazioni optoelettroniche.,"University of Salerno, Italy",2002,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0004211,,,,,,,,,,,,,,,,,
Gabriele Castellano,On the Orchestration of Dynamic Services over Distributed IT Infrastructures.,"Polytechnic University of Turin, Italy",2020,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20028052, https://hdl.handle.net/11583/2841178",,,,,,,,,,,,,,,,,
Andrea Canciani,EvReact: a reactive approach to distributed and persistent programming.,"University of Pisa, Italy",2017,,"https://etd.adm.unipi.it/theses/available/etd-10202017-104526/, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20017401",,,,,,,,,,,,,,,,,
Lorenzo Cominelli,Design and implementation of a bio-inspired cognitive system for social robotics: from emotion to consciousness.,"University of Pisa, Italy",2018,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20017670,,,,,,,,,,,,,,,,,
Enrico Conca,Time-gated single photon counting CMOS circuits.,"Polytechnic University of Milan, Italy",2020,,https://hdl.handle.net/10589/166521,,,,,,,,,,,,,,,,,
Davide Andreis,Standard spacecraft control system design.,"Polytechnic University of Turin, Italy",2005,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0026758,,,,,,,,,,,,,,,,,
Sergio Andreozzi,On the quality-based evaluation and selection of grid services.,"University of Bologna, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0021482,,,,,,,,,,,,,,,,,
Federico Vanni,Exploring Cognitive Processes with Virtual Environments.,"University of Pisa, Italy",2012,,https://etd.adm.unipi.it/theses/available/etd-11272012-113131/,,,,,,,,,,,,,,,,,
Bin Xiang,Optimization framework for resource management of mobile edge computing networks.,"Polytechnic University of Milan, Italy",2021,,https://hdl.handle.net/10589/176180,,,,,,,,,,,,,,,,,
Elena Rossi,Integrating the home and the professional care environments through standards: a prototype for tDCS home monitoring.,"Polytechnic University of Milan, Italy",2016,,https://hdl.handle.net/10589/114516,,,,,,,,,,,,,,,,,
Simone Mentasti,Embedded AI and sensor fusion for autonomous vehicles.,"Polytechnic University of Milan, Italy",2022,,https://hdl.handle.net/10589/187584,,,,,,,,,,,,,,,,,
Alessandro Burgio,UPS innovativi per la generazione distribuita e la compensazione armonica.,"University of Calabria, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0027343,,,,,,,,,,,,,,,,,
Emanuele Bellini 0001,Metadata quality certification service for open access institutional repositories.,"University of Florence, Italy",2012,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=CFI0794688,,,,,,,,,,,,,,,,,
Cataldo Basile,Theoretical iusses and architectural design of policy-based security systems.,"Polytechnic University of Turin, Italy",2004,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0026777,,,,,,,,,,,,,,,,,
Federica Landreani,Assessment of accelerometer-based mobile technology to derive cardiac activity and respiratory parameters.,"Polytechnic University of Milan, Italy",2019,,https://hdl.handle.net/10589/150757,,,,,,,,,,,,,,,,,
Vittorio Camarchia,Physics-based modeling of wide gap semiconductors and devices.,"Polytechnic University of Turin, Italy",2004,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0005273,,,,,,,,,,,,,,,,,
Federica de Dea,Connectivity and frequency analyses of sleep EEG in ADHD and healthy children.,"University of Trieste, Italy",2019,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20019991, https://hdl.handle.net/11368/2942929",,,,,,,,,,,,,,,,,
Adnan Abid,Rank joins for web based data sources.,"Polytechnic University of Milan, Italy",2012,,https://hdl.handle.net/10589/56641,,,,,,,,,,,,,,,,,
Daniele Broccolo,Query log based techniques to improve the performance of a web search engine.,"Ca' Foscari University of Venice, Italy",2014,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD15022420, https://hdl.handle.net/10579/4635",,,,,,,,,,,,,,,,,
Stefano Cerbai,Trasduttori opto-acustici ed acusto-ottici in fibra ottica.,"University of Florence, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0028077,,,,,,,,,,,,,,,,,
Dragan Ahmetovic,Assistive technologies on mobile devices for people with visual impairments.,"University of Milan, Italy",2015,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD18002019, https://hdl.handle.net/2434/265326",,,,,,,,,,,,,,,,,
Jacopo Cavazza,Learning by correlation for computer vision applications: from Kernel methods to deep learning.,"University of Genoa, Italy",2018,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20028206, https://hdl.handle.net/11567/929851",,,,,,,,,,,,,,,,,
Amine Barkat,Efficient energy-aware models for cloud computing systems and networks.,"Polytechnic University of Milan, Italy",2017,,https://hdl.handle.net/10589/134542,,,,,,,,,,,,,,,,,
Luca Giulioni,Stochastic Model Predictive Control with application to distributed control systems.,"Polytechnic University of Milan, Italy",2015,,https://hdl.handle.net/10589/114193,,,,,,,,,,,,,,,,,
Francesco Agostaro,Metriche per l'analisi della semantica latente finalizzata ai modelli del linguaggio.,"University of Palermo, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0025016,,,,,,,,,,,,,,,,,
Riccardo Coppola,Evolution and Fragility of Mobile Automated Test Suites.,"Polytechnic University of Turin, Italy",2019,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20027824, https://hdl.handle.net/11583/2738394",,,,,,,,,,,,,,,,,
Eleonora Maggioni,Multimodal magnetic resonance imaging at 3 T and challenges for application at ultra-high field.,"Polytechnic University of Milan, Italy",2014,,https://hdl.handle.net/10589/98523,,,,,,,,,,,,,,,,,
Rossella Aiello,Workflow performance evaluation.,"University of Salerno, Italy",2004,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0010702,,,,,,,,,,,,,,,,,
Paolo Crovetti,Design of analog integrated circuits robust to RF interference.,"Polytechnic University of Turin, Italy",2004,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0005264,,,,,,,,,,,,,,,,,
Leonardo Nizzoli,Leveraging Social Media and AI to foster Secure Societies against Online and Offline Threats.,"University of Pisa, Italy",2021,,https://etd.adm.unipi.it/theses/available/etd-05102021-194726/,,,,,,,,,,,,,,,,,
Dimitri Belli,Edge Selection Strategies for Human-enabled Sensing Architectures.,"University of Pisa, Italy",2020,,"https://etd.adm.unipi.it/theses/available/etd-02192020-084807/, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20018023",,,,,,,,,,,,,,,,,
Stefano Bianchi,Hardware design and implementation of memristive-based learning systems for efficient neurocomputing.,"Polytechnic University of Milan, Italy",2021,,https://hdl.handle.net/10589/169579,,,,,,,,,,,,,,,,,
Emanuele Guglielmi,Electronics boosts Photonics: detector and electronic design for non-invasive monitoring and control of Silicon Photonic systems.,"Polytechnic University of Milan, Italy",2019,,https://hdl.handle.net/10589/145784,,,,,,,,,,,,,,,,,
Chiara Soffientini,Developments in segmentation algorithms for PET molecular imaging.,"Polytechnic University of Milan, Italy",2016,,https://hdl.handle.net/10589/114514,,,,,,,,,,,,,,,,,
Martina Maggio,Control based design of computing systems.,"Polytechnic University of Milan, Italy",2012,,https://hdl.handle.net/10589/56693,,,,,,,,,,,,,,,,,
Filippo Guagliardo,Cryogenic electronic circuits operating at 1 Kelvin for characterization of quantum devices.,"Polytechnic University of Milan, Italy",2012,,https://hdl.handle.net/10589/56781,,,,,,,,,,,,,,,,,
Claudio Sacerdoti Coen,Knowledge management of formal mathematics and interactive theorem proving.,"University of Bologna, Italy",2004,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0009066,,,,,,,,,,,,,,,,,
Fabio Del Vigna,Social media for the support and improvement of citizens' well-being.,"University of Pisa, Italy",2018,,https://etd.adm.unipi.it/theses/available/etd-04272018-111551/,,,,,,,,,,,,,,,,,
